% Archivo con las posiciones de cada Heli'ostato considerado en la
% simulaci'on. Para este tipo de datos siempre es mejor mantenerlos en un
% archivo text de "configuraci'on". De esa manera separamos los datos de los
% procedimientos, y hacemos un sistema mas flexible. Los Heliostatos se separan por lineas
% y en cada linea se escribe [x, y, altura]
43, 13.26, 60
16.44, -41.89, 60
37.18, -25.35, 60
43, -13.26, 60
37.18, 25.35, 60
237.93, -56.39, 60
187.31, -157.17, 60
218.51, -109.74, 60
196.13, 146.02, 60
211.76, -122.26, 60
234.25, -70.13, 60
258.93, -32.45, 60
225.99, 130.48, 60
247.36, -83.11, 60
232.21, -119.05, 60
251.2, 70.68, 60
260.22, -19.5, 60
256.99, 45.31, 60
247.36, 83.11, 60
237.86, 107.33, 60
256.99, -45.31, 60
211.88, -152.33, 60
251.2, -70.68, 60
237.86, -107.33, 60
219.21, 141.58, 60
225.99, -130.48, 60
232.21, 119.05, 60
260.87, -6.51, 60
258.93, 32.45, 60
211.88, 152.33, 60
242.91, -95.34, 60
254.41, -58.07, 60
260.87, 6.51, 60
260.22, 19.5, 60
242.91, 95.34, 60
219.21, -141.58, 60
254.41, 58.07, 60
274.04, -13.68, 60
273.02, -27.32, 60
265.9, -67.71, 60
262.19, 80.88, 60
240.97, -131.23, 60
247.21, 119.05, 60
247.21, -119.05, 60
234.13, 143.07, 60
268.94, 54.37, 60
265.9, 67.71, 60
240.97, 131.23, 60
274.38, 0, 60
257.84, 93.85, 60
257.84, -93.85, 60
234.13, -143.07, 60
273.02, 27.32, 60
271.32, 40.89, 60
274.04, 13.68, 60
252.84, -106.58, 60
252.84, 106.58, 60
268.94, -54.37, 60
271.32, -40.89, 60
262.19, -80.88, 60
254.53, 144.43, 60
271.62, 108.95, 60
260.76, -132.86, 60
292.58, -6.57, 60
290.81, -32.77, 60
286.71, -58.7, 60
283.78, 71.51, 60
260.76, 132.86, 60
266.46, -121.03, 60
286.71, 58.7, 60
271.62, -108.95, 60
247.8, -155.7, 60
289.05, -45.78, 60
280.29, 84.17, 60
276.23, -96.66, 60
292.58, 6.57, 60
280.29, -84.17, 60
290.81, 32.77, 60
276.23, 96.66, 60
254.53, -144.43, 60
283.78, -71.51, 60
266.46, 121.03, 60
291.99, -19.69, 60
289.05, 45.78, 60
291.99, 19.69, 60
292.85, -95.15, 60
296.83, 81.92, 60
300.2, 68.52, 60
271.16, -145.92, 60
283.14, 121.02, 60
305.14, 41.33, 60
302.98, 54.98, 60
307.61, 13.81, 60
307.61, -13.81, 60
302.98, -54.98, 60
292.85, 95.15, 60
277.43, 133.6, 60
306.68, -27.6, 60
307.92, 0, 60
283.14, -121.02, 60
288.29, 108.2, 60
277.43, -133.6, 60
306.68, 27.6, 60
305.14, -41.33, 60
288.29, -108.2, 60
296.83, -81.92, 60
300.2, -68.52, 60
271.16, 145.92, 60
293.92, -145.71, 60
327.47, 19.68, 60
304.63, -121.74, 60
324.85, 45.8, 60
320.14, -71.63, 60
299.52, -133.83, 60
309.26, -109.46, 60
317.02, -84.38, 60
326.42, -32.77, 60
299.52, 133.83, 60
309.26, 109.46, 60
313.39, 97, 60
317.02, 84.38, 60
304.63, 121.74, 60
326.42, 32.77, 60
293.92, 145.71, 60
327.99, -6.56, 60
313.39, -97, 60
322.75, -58.76, 60
320.14, 71.63, 60
322.75, 58.76, 60
324.85, -45.8, 60
327.47, -19.68, 60
327.99, 6.56, 60
323.05, 121.66, 60
344.09, -27.6, 60
317.92, 134.49, 60
342.71, 41.34, 60
342.71, -41.34, 60
335.29, 82.09, 60
327.65, 108.64, 60
327.65, -108.64, 60
317.92, -134.49, 60
331.74, -95.44, 60
344.92, 13.81, 60
340.78, -55.02, 60
335.29, -82.09, 60
345.2, 0, 60
344.92, -13.81, 60
344.09, 27.6, 60
340.78, 55.02, 60
323.05, -121.66, 60
331.74, 95.44, 60
338.31, 68.61, 60
338.31, -68.61, 60
357.04, -85.89, 60
349.87, -111.58, 60
359.93, 72.87, 60
357.04, 85.89, 60
349.87, 111.58, 60
364.27, -46.56, 60
362.34, 59.75, 60
359.93, -72.87, 60
367.17, 6.67, 60
362.34, -59.75, 60
366.68, -20, 60
365.72, 33.3, 60
367.17, -6.67, 60
353.69, -98.8, 60
353.69, 98.8, 60
364.27, 46.56, 60
366.68, 20, 60
365.72, -33.3, 60
379.91, 69.76, 60
373.85, 97.15, 60
386.01, 14.03, 60
385.24, -28.03, 60
383.97, -42, 60
377.13, 83.51, 60
373.85, -97.15, 60
382.19, -55.92, 60
385.24, 28.03, 60
386.01, -14.03, 60
386.26, 0, 60
379.91, -69.76, 60
383.97, 42, 60
382.19, 55.92, 60
377.13, -83.51, 60
405.54, -61.79, 60
405.54, 61.79, 60
408.78, -34.42, 60
408.78, 34.42, 60
410.17, 6.89, 60
409.7, -20.67, 60
409.7, 20.67, 60
407.39, -48.13, 60
410.17, -6.89, 60
407.39, 48.13, 60
430.94, -14.49, 60
430.21, 28.95, 60
430.21, -28.95, 60
431.18, 0, 60
430.94, 14.49, 60
